exercise_id,Title,BodyPart,primary_muscle,secondary_muscles_str,movement_pattern
clapping-push-up,Clapping Push-Up,Chest,chest,triceps;shoulders,push
staggered-push-up,Staggered push-up,Chest,chest,triceps;shoulders,push
reverse-grip-hands-elevated-push-up,Reverse-grip hands-elevated push-up,Chest,chest,triceps;shoulders,push
triple-clap-push-up,Triple Clap Push-Up,Chest,chest,triceps;shoulders,push
side-kick-through-push-up,Side kick-through push-up,Chest,chest,triceps;shoulders,push
swimming,Swimming,Chest,chest,,push
fyr-push-up,FYR Push-Up,Chest,chest,triceps;shoulders,push
frog-push-up,Frog push-up,Chest,chest,triceps;shoulders,push
wide-push-up-plank-hold,Wide push-up plank hold,Chest,chest,triceps;shoulders;obliques,push
close-push-up,Close push-up,Chest,chest,triceps;shoulders,push
push-up-gethin-variation,Push-Up - Gethin Variation,Chest,chest,triceps;shoulders,push
hm-incline-push-up-on-chair,HM Incline Push-Up On Chair,Chest,chest,triceps;shoulders,push
hm-push-up,HM Push-Up,Chest,chest,triceps;shoulders,push
hm-push-plank,HM Push-Plank,Chest,chest,obliques;lower_back,plank
am-chest-dips,AM Chest Dips,Chest,chest,triceps;shoulders,push
push-up,Push-up,Chest,chest,triceps;shoulders,push
up-push-up,UP Push-up,Chest,chest,triceps;shoulders,push
un-push-up,UN Push-Up,Chest,chest,triceps;shoulders,push
uns-foam-roll-pecs,UNS Foam Roll Pecs,Chest,chest,,push
un-hands-elevated-push-up,UN Hands Elevated Push-Up,Chest,chest,triceps;shoulders,push
holman-seal-drag-to-push-up,Holman Seal Drag to Push-Up,Chest,chest,triceps;shoulders,push
holman-hand-elevated-push-up-with-hand-row,Holman Hand-Elevated Push-Up with Hand Row,Chest,chest,triceps;shoulders;biceps,push
holman-push-up,Holman Push-Up,Chest,chest,triceps;shoulders,push
holman-slow-hips-up-chest-press,Holman Slow Hips-Up Chest Press,Chest,chest,triceps;shoulders,push
holman-jump-out-push-up-with-hand-hop-back,Holman Jump-Out Push-Up with Hand Hop Back,Chest,chest,triceps;shoulders,push
holman-froggy-push-up-to-donkey-kick,Holman Froggy Push-Up to Donkey Kick,Chest,chest,triceps;shoulders,push
holman-push-up-to-sit-back,Holman Push-Up to Sit Back,Chest,chest,triceps;shoulders,push
holman-sit-back-push-up,Holman Sit Back Push-Up,Chest,chest,triceps;shoulders,push
holman-alternating-staggered-push-up,Holman Alternating Staggered Push-Up,Chest,chest,triceps;shoulders,push
holman-foot-up-diving-push-up,Holman Foot-Up Diving Push-Up,Chest,chest,triceps;shoulders,push
holman-narrow-push-up,Holman Narrow Push-Up,Chest,chest,triceps;shoulders,push
holman-dynamo-push-up,Holman Dynamo Push-Up,Chest,chest,triceps;shoulders,push
holman-jump-to-push-up,Holman Jump to Push-Up,Chest,chest,triceps;shoulders,push
holman-foot-elevated-push-up,Holman Foot-Elevated Push-Up,Chest,chest,triceps;shoulders,push
holman-feet-elevated-push-up,Holman Feet-Elevated Push-Up,Chest,chest,triceps;shoulders,push
total-fitness-plyo-push-up,Total Fitness Plyo Push-Up,Chest,chest,triceps;shoulders,push
scapular-push-up,Scapular push-up,Chest,chest,triceps;shoulders,push
king-maker-push-up,King Maker Push-up,Chest,chest,triceps;shoulders,push
warrior-push-up,Warrior push-up,Chest,chest,triceps;shoulders;obliques,push
taylor-roll-over-push-up,Taylor Roll-Over Push-Up,Chest,chest,triceps;shoulders,push
taylor-one-arm-push-up-slow-negative,Taylor One-Arm Push-Up Slow Negative,Chest,chest,triceps;shoulders,push
30-chest-push-up-to-isometric-hold,30 Chest Push-Up To Isometric Hold,Chest,chest,triceps;shoulders,push
30-chest-push-up,30 Chest Push-Up,Chest,chest,triceps;shoulders,push
30-chest-bench-push-up,30 Chest Bench Push-Up,Chest,chest,triceps;shoulders,push
metaburn-3-phase-push-up,MetaBurn 3-Phase Push-Up,Chest,chest,triceps;shoulders,push
metaburn-fast-feet-to-push-up,MetaBurn Fast Feet To Push-Up,Chest,chest,triceps;shoulders,push
metaburn-judo-push-up-to-pike-push-up,MetaBurn Judo Push-Up To Pike Push-Up,Chest,chest,triceps;shoulders,push
metaburn-pike-push-up,MetaBurn Pike Push-Up,Chest,chest,triceps;shoulders,push
metaburn-push-up-to-frogger,MetaBurn Push-Up To Frogger,Chest,chest,triceps;shoulders,push
metaburn-push-up-with-hand-side-step,MetaBurn Push-Up With Hand Side-Step,Chest,chest,triceps;shoulders,push
metaburn-push-up-with-hand-up-rotation,MetaBurn Push-Up With Hand-Up Rotation,Chest,chest,triceps;shoulders,push
metaburn-sphinx-push-up,MetaBurn Sphinx Push-Up,Chest,chest,triceps;shoulders,push
metaburn-spiderman-push-up,MetaBurn Spiderman Push-Up,Chest,chest,triceps;shoulders,push
roberston-push-up-to-down-dog,Roberston Push-up to Down Dog,Chest,chest,triceps;shoulders,push
fyr2-push-up-breakdancer-shoulder-tap-complex,FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,Chest,chest,triceps;shoulders,push
acft-hand-release-push-up,ACFT Hand-release push-up,Chest,chest,triceps;shoulders,push
1-5-rep-push-up,1.5-rep push-up,Chest,chest,triceps;shoulders,push
acft-triple-clap-push-up,ACFT Triple-clap push-up,Chest,chest,triceps;shoulders,push
acft-superman-push-up,ACFT Superman push-up,Chest,chest,triceps;shoulders,push
cross-over-push-up,Cross-over push-up,Chest,chest,triceps;shoulders,push
leverage-incline-chest-press,Leverage Incline Chest Press,Chest,chest,triceps;shoulders,push
butterfly,Butterfly,Chest,chest,triceps;shoulders,push
leverage-chest-press,Leverage Chest Press,Chest,chest,triceps;shoulders,push
decline-smith-press,Decline Smith Press,Chest,chest,triceps;shoulders,push
smith-machine-bench-press,Smith machine bench press,Chest,chest,triceps;shoulders,push
leverage-decline-chest-press,Leverage Decline Chest Press,Chest,chest,triceps;shoulders,push
machine-chest-press,Machine chest press,Chest,chest,triceps;shoulders,push
smith-machine-incline-bench-press,Smith Machine Incline Bench Press,Chest,chest,triceps;shoulders,push
smith-machine-close-grip-bench-press,Smith Machine Close-Grip Bench Press,Chest,chest,triceps;shoulders,push
smith-machine-decline-press,Smith Machine Decline Press,Chest,chest,triceps;shoulders,push
smith-machine-bench-press-throw,Smith machine bench press throw,Chest,chest,triceps;shoulders,push
machine-chest-fly,Machine chest fly,Chest,chest,,push
machine-bench-press,Machine bench press,Chest,chest,triceps;shoulders,push
machine-seated-chest-press-gethin-variation,Machine Seated Chest Press - Gethin Variation,Chest,chest,triceps;shoulders,push
smith-machine-weighted-push-up,Smith machine weighted push-up,Chest,chest,triceps;shoulders,push
smith-machine-incline-bench-press,Smith machine incline bench press-,Chest,chest,triceps;shoulders,push
smith-machine-decline-bench-press,Smith machine decline bench press,Chest,chest,triceps;shoulders,push
am-pec-dec,AM Pec Dec,Chest,chest,,push
30-chest-machine-flat-chest-press,30 Chest Machine Flat Chest Press,Chest,chest,triceps;shoulders,push
smith-machine-push-up,Smith machine push-up,Chest,chest,triceps;shoulders,push
30-chest-smith-machine-incline-chest-press,30 Chest Smith Machine Incline Chest Press,Chest,chest,triceps;shoulders,push
30-chest-smith-machine-chest-press,30 Chest Smith Machine Chest Press,Chest,chest,triceps;shoulders,push
30-chest-machine-incline-chest-press,30 Chest Machine Incline Chest Press,Chest,chest,triceps;shoulders,push
30-chest-machine-fly,30 Chest Machine Fly,Chest,chest,,push
30-chest-30-degree-incline-smith-machine-press,30 Chest 30-Degree Incline Smith Machine Press,Chest,chest,triceps;shoulders,push
low-cable-cross-over,Low-cable cross-over,Chest,chest,,push
incline-cable-chest-fly,Incline cable chest fly,Chest,chest,triceps;shoulders,push
cable-crossover,Cable Crossover,Chest,chest,,push
incline-cable-chest-press,Incline cable chest press,Chest,chest,triceps;shoulders,push
cable-chest-press,Cable Chest Press,Chest,chest,triceps;shoulders,push
single-arm-cable-cross-over,Single-arm cable cross-over,Chest,chest,,push
cable-cross-over,Cable cross-over,Chest,chest,,push
standing-cable-chest-press,Standing Cable Chest Press,Chest,chest,triceps;shoulders,push
lying-cable-chest-fly,Lying cable chest fly,Chest,chest,triceps;shoulders,push
paul-carter-cable-cross-over,Paul Carter Cable Cross-Over,Chest,chest,,push
one-arm-cable-crossover-gethin-variation,One-Arm Cable Crossover - Gethin Variation,Chest,chest,,push
incline-cable-fly-gethin-variation,Incline Cable Fly - Gethin Variation,Chest,chest,triceps;shoulders,push
cable-cross-over-gethin-variation,Cable Cross-Over - Gethin Variation,Chest,chest,,push
seated-cable-chest-fly,Seated cable chest fly,Chest,chest,triceps;shoulders,push
single-arm-incline-cable-cross-over,Single-arm incline cable cross-over-,Chest,chest,triceps;shoulders,push
high-to-low-cable-chest-fly,High-to-low cable chest fly,Chest,chest,triceps;shoulders,push
up-cable-cross-over,UP Cable Cross-Over,Chest,chest,,push
up-cable-fly,UP Cable Fly,Chest,chest,,push
30-chest-low-to-high-cable-fly,30 Chest Low-To-High Cable Fly,Chest,chest,,push
30-chest-incline-cable-fly,30 Chest Incline Cable Fly,Chest,chest,,push
30-chest-incline-cable-chest-press,30 Chest Incline Cable Chest Press,Chest,chest,triceps;shoulders,push
30-chest-high-to-low-cable-press,30 Chest High-To-Low Cable Press,Chest,chest,triceps;shoulders,push
30-chest-high-to-low-cable-fly,30 Chest High-To-Low Cable Fly,Chest,chest,,push
30-chest-shoulder-height-cable-fly,30 Chest Shoulder-Height Cable Fly,Chest,chest,,push
cable-pec-fly,Cable Pec Fly,Chest,chest,,push
chest-push-multiple-response,Chest Push (multiple response),Chest,chest,,push
medicine-ball-chest-pass,Medicine Ball Chest Pass,Chest,chest,,push
medicine-ball-sprawl-to-chest-press,Medicine ball sprawl to chest press,Chest,chest,triceps;shoulders,push
medicine-ball-push-up,Medicine ball push-up,Chest,chest,triceps;shoulders,push
chest-push-single-response,Chest Push (single response),Chest,chest,,push
chest-push-with-run-release,Chest Push with Run Release,Chest,chest,,push
chest-push-from-3-point-stance,Chest Push from 3 point stance,Chest,chest,,push
dumbbell-bench-press,Dumbbell Bench Press,Chest,chest,triceps;shoulders,push
dumbbell-flyes,Dumbbell Flyes,Chest,chest,triceps;shoulders,push
incline-dumbbell-bench-press,Incline dumbbell bench press,Chest,chest,triceps;shoulders,push
decline-dumbbell-flyes,Decline Dumbbell Flyes,Chest,chest,triceps;shoulders,push
reverse-grip-incline-dumbbell-bench-press,Reverse-grip incline dumbbell bench press,Chest,chest,triceps;shoulders,push
incline-dumbbell-flyes,Incline Dumbbell Flyes,Chest,chest,triceps;shoulders,push
neutral-grip-dumbbell-bench-press,Neutral-grip dumbbell bench press,Chest,chest,triceps;shoulders,push
decline-dumbbell-bench-press,Decline dumbbell bench press,Chest,chest,triceps;shoulders,push
single-arm-kettlebell-row,Single-arm kettlebell row,Chest,chest,biceps;forearms,pull
hammer-grip-incline-db-bench-press,Hammer Grip Incline DB Bench Press,Chest,chest,triceps;shoulders,push
straight-arm-dumbbell-pull-over,Straight-arm dumbbell pull-over,Chest,chest,,push
incline-dumbbell-bench-with-palms-facing-in,Incline Dumbbell Bench With Palms Facing In,Chest,chest,triceps;shoulders,push
incline-dumbbell-flyes-with-a-twist,Incline Dumbbell Flyes - With A Twist,Chest,chest,,rotational
bent-arm-dumbbell-pull-over,Bent-arm dumbbell pull-over,Chest,chest,,push
close-grip-dumbbell-bench-press,Close-grip dumbbell bench press,Chest,chest,triceps;shoulders,push
single-dumbbell-push-up,Single-dumbbell push-up,Chest,chest,triceps;shoulders,push
one-arm-flat-bench-dumbbell-flye,One-Arm Flat Bench Dumbbell Flye,Chest,chest,triceps;shoulders,push
dumbbell-fix-dumbbell-floor-chest-fly,Dumbbell Fix Dumbbell Floor Chest Fly,Chest,chest,,push
dumbbell-fix-traveling-push-up,Dumbbell Fix Traveling Push-Up,Chest,chest,triceps;shoulders,push
incline-dumbbell-chest-fly,Incline dumbbell chest fly,Chest,chest,,push
paul-carter-dumbbell-shrug,Paul Carter Dumbbell Shrug,Chest,chest,,push
dumbbell-push-up-row,Dumbbell push-up row,Chest,chest,triceps;shoulders;biceps,push
tbs-dumbbell-incline-press,TBS Dumbbell Incline Press,Chest,chest,triceps;shoulders,push
incline-dumbbell-fly-gethin-variation,Incline Dumbbell Fly - Gethin Variation,Chest,chest,triceps;shoulders,push
dumbbell-bench-press,Dumbbell bench press-,Chest,chest,triceps;shoulders,push
decline-dumbbell-fly-and-press,Decline dumbbell fly and press,Chest,chest,triceps;shoulders,push
incline-dumbbell-fly-and-press,Incline dumbbell fly and press,Chest,chest,triceps;shoulders,push
single-arm-decline-dumbbell-bench-press,Single-arm decline dumbbell bench press,Chest,chest,triceps;shoulders,push
single-arm-incline-dumbbell-bench-press,Single-arm incline dumbbell bench press,Chest,chest,triceps;shoulders,push
incline-dumbbell-press-gethin-variation,Incline Dumbbell Press - Gethin Variation,Chest,chest,triceps;shoulders,push
dumbbell-chest-press-gethin-variation,Dumbbell Chest Press - Gethin Variation,Chest,chest,triceps;shoulders,push
dumbbell-floor-press-gethin-variation,Dumbbell Floor Press - Gethin Variation,Chest,chest,triceps;shoulders,push
decline-dumbbell-press-gethin-variation,Decline Dumbbell Press - Gethin Variation,Chest,chest,triceps;shoulders,push
dumbbell-chest-fly,Dumbbell chest fly,Chest,chest,triceps;shoulders,push
machine-rear-delt-fly,Machine rear delt fly,Chest,chest,,push
am-dumbbell-bench-press,AM Dumbbell Bench Press,Chest,chest,triceps;shoulders,push
up-incline-dumbbell-press,UP Incline Dumbbell Press,Chest,chest,triceps;shoulders,push
up-incline-dumbbell-fly,UP Incline Dumbbell Fly,Chest,chest,triceps;shoulders,push
holman-push-up-to-belly-touch,Holman Push-Up to Belly Touch,Chest,chest,triceps;shoulders,push
single-arm-dumbbell-floor-press,Single-arm dumbbell floor press,Chest,chest,triceps;shoulders,push
total-fitness-weighted-push-up,Total Fitness Weighted Push-Up,Chest,chest,triceps;shoulders,push
king-maker-standing-dumbbell-shoulder-press,King Maker Standing Dumbbell Shoulder Press,Chest,chest,triceps;shoulders,push
30-chest-incline-dumbbell-fly,30 Chest Incline Dumbbell Fly,Chest,chest,,push
30-chest-incline-dumbbell-bench-press,30 Chest Incline Dumbbell Bench Press,Chest,chest,triceps;shoulders,push
30-chest-dumbbells-together-press,30 Chest Dumbbells-Together Press,Chest,chest,triceps;shoulders,push
30-chest-dumbbells-together-incline-bench-press,30 Chest Dumbbells-Together Incline Bench Press,Chest,chest,triceps;shoulders,push
30-chest-dumbbell-fly,30 Chest Dumbbell Fly,Chest,chest,,push
30-chest-dumbbell-bench-press,30 Chest Dumbbell Bench Press,Chest,chest,triceps;shoulders,push
30-chest-30-degree-incline-dumbbell-fly,30 Chest 30-Degree Incline Dumbbell Fly,Chest,chest,,push
fyr2-single-dumbbell-push-up,FYR2 Single-Dumbbell Push-Up,Chest,chest,triceps;shoulders,push
bodyweight-flyes,Bodyweight Flyes,Chest,chest,,push
close-grip-ez-bar-bench-press,Close-grip EZ-bar bench press,Chest,chest,triceps;shoulders,push
chest-dip,Chest dip,Chest,chest,triceps;shoulders;biceps,push
drop-push,Drop Push,Chest,chest,,push
forward-drag-with-press,Forward Drag with Press,Chest,chest,triceps;shoulders,push
chain-press,Chain Press,Chest,chest,triceps;shoulders,push
behind-head-chest-stretch,Behind Head Chest Stretch,Chest,chest,,push
pass-through-stretch-with-band,Pass-through stretch with band,Chest,chest,,push
weighted-push-up,Weighted Push-Up,Chest,chest,triceps;shoulders,push
heavy-bag-thrust,Heavy Bag Thrust,Chest,chest,,push
decline-explosive-push-up,Decline Explosive Push-Up,Chest,chest,triceps;shoulders,push
suspended-chest-fly,Suspended Chest Fly,Chest,chest,,push
svend-press,Svend press,Chest,chest,triceps;shoulders,push
bar-push-up-smith-machine,Bar Push-Up Smith Machine,Chest,chest,triceps;shoulders,push
plate-weighted-push-up,Plate-weighted push-up,Chest,chest,triceps;shoulders,push
double-bar-roll-out-chest-fly,Double-bar roll-out chest fly,Chest,chest,,push
holman-plate-dynamo-push-up,Holman Plate Dynamo Push-Up,Chest,chest,triceps;shoulders,push
holman-towel-drag-two-steps-to-push-up,Holman Towel Drag Two Steps to Push-Up,Chest,chest,triceps;shoulders,push
taylor-val-slide-push-up-fly-combo,Taylor Val Slide Push-Up/Fly Combo,Chest,chest,triceps;shoulders,push
exercise-ball-chest-stretch,Exercise ball chest stretch,Chest,chest,,push
bosu-ball-push-up,Bosu Ball Push-Up,Chest,chest,triceps;shoulders,push
feet-elevated-push-up-on-ball,Feet-elevated push-up on ball,Chest,chest,triceps;shoulders,push
standing-alternating-band-speed-row,Standing alternating band speed row,Forearms,forearms,biceps,pull
band-roundhouse-elbow,Band roundhouse elbow,Forearms,forearms,,push
palms-down-wrist-curl-over-bench,Palms-down wrist curl over bench,Forearms,forearms,triceps;shoulders,push
palms-up-wrist-curl-over-bench,Palms-up wrist curl over bench,Forearms,forearms,triceps;shoulders,push
standing-behind-the-back-wrist-curl,Standing behind-the-back wrist curl,Forearms,forearms,,push
seated-finger-curl,Seated finger curl,Forearms,forearms,,push
seated-palms-up-wrist-curl,Seated palms-up wrist curl,Forearms,forearms,,push
bottoms-up-clean-from-the-hang-position,Bottoms-Up Clean From The Hang Position,Forearms,forearms,,push
seated-one-arm-dumbbell-palms-up-wrist-curl,Seated One-Arm Dumbbell Palms-Up Wrist Curl,Forearms,forearms,,push
palms-up-dumbbell-wrist-curl-over-a-bench,Palms-Up Dumbbell Wrist Curl Over A Bench,Forearms,forearms,triceps;shoulders,push
seated-palms-down-wrist-curl,Seated palms-down wrist curl,Forearms,forearms,,push
palms-down-dumbbell-wrist-curl-over-a-bench,Palms-Down Dumbbell Wrist Curl Over A Bench,Forearms,forearms,triceps;shoulders,push
seated-one-arm-dumbbell-palms-down-wrist-curl,Seated One-Arm Dumbbell Palms-Down Wrist Curl,Forearms,forearms,,push
seated-dumbbell-palms-up-wrist-curl,Seated Dumbbell Palms-Up Wrist Curl,Forearms,forearms,,push
partner-farmer-s-walk,Partner farmer's walk,Forearms,forearms,traps;core,carry
dumbbell-suitcase-carry,Dumbbell suitcase carry,Forearms,forearms,glutes;hamstrings;lower_back,carry
suitcase-dumbbell-carry,Suitcase Dumbbell Carry,Forearms,forearms,glutes;hamstrings;lower_back,carry
side-plank-with-dumbbell-external-rotation,Side plank with dumbbell external rotation,Forearms,forearms,obliques;lower_back,rotational
rickshaw-carry,Rickshaw Carry,Forearms,forearms,traps;core,carry
